Brand,Material,Size,Compartments,Laptop Compartment,Waterproof,Style,Color,Weight Capacity (kg),Price
Under Armour,Leather,Small,10.0,Yes,,Messenger,Green,5.08834560946822,88.00703324541861
Jansport,Polyester,Large,8.0,No,Yes,Tote,Gray,20.519188551566288,26.72494116651292
Adidas,Leather,,7.0,No,Yes,Backpack,Red,9.0729314871907,60.13721361473903
Jansport,Canvas,Large,6.0,No,No,Backpack,Red,12.518752812948865,43.41185038384263
Puma,Polyester,Medium,8.0,No,Yes,,Pink,11.466733069495035,77.46576426576742
Nike,Leather,Large,10.0,No,Yes,Messenger,Blue,29.1183510432202,15.0
Puma,Leather,Medium,6.0,No,Yes,Backpack,Green,11.866070747546448,59.7192096026156
Nike,Leather,Small,4.0,No,Yes,Tote,Blue,8.921970971333309,46.66576589502497
Under Armour,Polyester,Small,4.0,Yes,,Backpack,Red,28.889372024603198,50.98937961889219
Under Armour,Polyester,Medium,9.0,Yes,Yes,Messenger,Black,7.542487592924743,15.0
Jansport,Polyester,Large,3.0,No,Yes,Backpack,Black,,21.352969253524503
Under Armour,Canvas,Small,7.0,,Yes,Tote,Gray,13.6778230649219,62.75256733921624
Puma,Polyester,Small,2.0,No,,Messenger,Green,19.22298250003964,75.46054876943163
Adidas,Nylon,Large,9.0,No,Yes,Tote,Green,8.254314630306773,134.30419008941826
Nike,Canvas,Small,5.0,No,Yes,Backpack,,10.00648253901518,114.24156080770844
Adidas,Nylon,Medium,8.0,Yes,Yes,Tote,Gray,6.651074801371317,75.51382751238803
,Canvas,Large,1.0,No,,Backpack,Gray,25.807075893656435,22.607007978393085
Under Armour,Nylon,,5.0,Yes,No,,Red,7.722838551940041,132.6297266460559
Jansport,Canvas,Large,6.0,No,Yes,Messenger,Black,22.59909828217097,62.64922106020205
Adidas,Polyester,Large,7.0,No,,Backpack,Pink,23.68753323018876,134.2552456733812
Adidas,Nylon,Large,4.0,Yes,,Tote,Gray,14.458888905944088,28.435531519764897
Nike,Leather,Small,4.0,Yes,No,Backpack,Green,7.335162580373324,37.9427996148684
Jansport,Canvas,Large,4.0,No,Yes,Messenger,Blue,6.05220051998247,150.0
Jansport,Polyester,Large,,Yes,Yes,Tote,Black,15.729261087493564,33.4362491049619
Under Armour,Nylon,Medium,10.0,No,No,Messenger,Gray,5.0,129.22360706565564
Jansport,Canvas,Small,10.0,Yes,Yes,Tote,Gray,10.9417048152737,102.64975338090238
Jansport,Polyester,Small,9.0,No,No,Tote,Black,24.059747793485965,141.66066512800916
Under Armour,Leather,Medium,7.0,No,No,Backpack,Black,28.77824635824003,132.19468397481833
,Nylon,Small,8.0,Yes,No,Backpack,Green,8.208669322959917,148.81200028308666
Puma,Canvas,Small,2.0,No,No,Messenger,Gray,9.910008940912874,114.93738953319624
Under Armour,Nylon,Small,5.0,Yes,Yes,Backpack,Pink,13.419710827753573,144.19492162178753
Puma,Canvas,Small,3.0,Yes,Yes,,Gray,11.176271942066906,102.641017506626
Nike,Nylon,Medium,1.0,No,Yes,Backpack,Black,26.70411618593348,121.02357440357196
Under Armour,Nylon,Medium,1.0,Yes,Yes,Tote,Gray,21.529989546124057,150.0
Under Armour,,Large,9.0,Yes,Yes,Messenger,Black,24.95099960776029,63.28232116001206
Adidas,Canvas,Medium,2.0,Yes,No,Backpack,Gray,10.632131821349503,83.46186994227216
Under Armour,Leather,Medium,7.0,Yes,No,Backpack,Green,15.35823610299169,134.2834488944639
Adidas,Leather,,6.0,Yes,,Messenger,Red,,62.1462833557324
Nike,Leather,Large,8.0,No,Yes,Backpack,Red,25.511850369067314,113.28705815115104
Puma,Leather,Large,5.0,No,Yes,Tote,Red,27.2343606556475,27.523121104855672
Jansport,Leather,Small,4.0,Yes,,Backpack,Green,24.54736211383253,59.39346466081106
Jansport,Polyester,Medium,6.0,Yes,Yes,Tote,Gray,19.403802831465462,72.83942124247443
Under Armour,Nylon,Small,5.0,Yes,No,Backpack,Pink,12.64269497883768,69.65572035721078
Puma,Polyester,,10.0,Yes,No,Messenger,,24.010929704549635,84.30552532843305
Adidas,Canvas,Large,8.0,,Yes,Backpack,Black,26.83874741313692,137.94921342040752
Puma,Canvas,Small,6.0,Yes,No,Tote,,6.737029534776105,109.64425828345075
Puma,Nylon,Medium,4.0,Yes,Yes,Tote,Gray,11.75943257001963,139.04001456292218
Under Armour,Leather,Large,5.0,No,Yes,,,24.93925994800159,149.76168246401062
Puma,Canvas,Small,7.0,No,No,,Black,5.0,45.05599978048144
Puma,Polyester,Medium,2.0,No,No,Messenger,Red,17.165460391687596,98.05112997293436
,Polyester,Medium,7.0,,No,Tote,Black,5.990229748741488,112.3605545019972
Adidas,Polyester,Large,3.0,No,No,Messenger,Gray,,90.5676858989208
Puma,Polyester,Medium,,No,Yes,Tote,Blue,10.005422805233788,117.14723898626356
Under Armour,Nylon,Small,10.0,No,Yes,Messenger,Green,10.66834694394851,121.51579663519902
Jansport,,Small,7.0,Yes,No,Backpack,,21.33019313376549,61.33154318761763
Nike,,Medium,3.0,No,Yes,Tote,Blue,26.536920573634973,16.285555665909484
Nike,Nylon,Small,1.0,Yes,,Backpack,Black,24.386404532885432,100.33277270259318
Puma,Canvas,Large,2.0,No,Yes,Messenger,Black,18.43968222964936,116.03175743073416
Puma,Nylon,Medium,6.0,No,No,Tote,Blue,20.25839750040427,143.62145483513785
Nike,Leather,Large,1.0,No,No,Backpack,Blue,28.676327733117567,144.86796569206157
Puma,Leather,Small,5.0,No,Yes,Backpack,Black,25.443950900561937,112.8042604446872
Puma,Canvas,Medium,7.0,No,,Tote,Gray,22.78442395197032,34.697285467124075
Puma,Polyester,Medium,8.0,No,Yes,Tote,Green,,17.13067947252247
Adidas,Polyester,Medium,8.0,No,No,Messenger,Pink,13.051250910609513,32.46428906647193
Nike,Canvas,Large,5.0,Yes,Yes,Tote,Black,10.080839199656548,89.3090048525289
Puma,Leather,Large,8.0,No,Yes,Backpack,,9.66001198086483,69.14906044435406
Adidas,Nylon,,2.0,Yes,Yes,Backpack,Red,26.922984749505183,51.11278551011095
Adidas,,Large,10.0,Yes,Yes,Backpack,,9.994142639931251,111.42098954420683
Jansport,Canvas,Small,4.0,No,No,Backpack,Red,15.60537473887565,73.51803347679436
Puma,Polyester,Medium,6.0,Yes,Yes,Backpack,Green,24.85555093172504,39.46314166678955
Adidas,Polyester,Medium,7.0,Yes,Yes,Tote,Gray,14.946364523598064,81.28464388849895
Adidas,Leather,Medium,4.0,No,Yes,Messenger,Blue,21.303619248572637,144.96184316196693
Puma,Canvas,Small,1.0,Yes,Yes,,Blue,,124.94786247706708
Under Armour,Canvas,Large,3.0,Yes,No,Messenger,Red,28.69708779571325,68.17725250807992
Nike,Canvas,Medium,8.0,No,Yes,Tote,Blue,26.381623603742515,113.54264667075432
Puma,,Medium,7.0,No,Yes,Backpack,Red,14.487488046408137,137.34668206609032
Puma,Nylon,Medium,10.0,No,No,Backpack,Green,27.177294444818305,87.17306909006967
Under Armour,Canvas,Small,7.0,Yes,No,Messenger,Red,29.293282879736417,
Adidas,Canvas,,3.0,No,Yes,Messenger,Pink,22.501436873267103,92.53050500273902
,Canvas,,2.0,,No,Backpack,Pink,28.80554966700561,
Jansport,Canvas,Medium,2.0,No,No,Backpack,Red,24.83001173308506,133.76621066874668
Puma,Nylon,Large,6.0,No,Yes,Backpack,Red,19.484991421811014,101.2527770104278
Under Armour,Canvas,Large,8.0,,Yes,Backpack,Black,9.258223785846912,128.44549390559595
Adidas,Polyester,Small,2.0,No,Yes,Backpack,Green,21.458440940488497,43.878785670630194
Adidas,Nylon,Small,,No,No,Tote,Green,22.546466206083664,71.10225757227724
Adidas,Polyester,Large,2.0,Yes,Yes,,Black,30.0,72.37290560025171
Jansport,Polyester,Small,10.0,Yes,Yes,Messenger,Gray,6.592284867435174,128.7145310836625
Adidas,Nylon,Large,10.0,No,No,Tote,Black,25.36848664743749,141.74109912996946
Adidas,Canvas,Large,1.0,Yes,Yes,Messenger,Gray,26.35922355560037,127.24263372242947
Puma,Polyester,Small,10.0,Yes,Yes,Messenger,Green,15.985573837618716,61.66406646162564
Nike,Canvas,Small,2.0,Yes,No,Backpack,Pink,18.619458368261476,41.5771112419541
Adidas,Polyester,Medium,6.0,Yes,No,Tote,,29.374870825188545,44.06019753163966
Nike,Nylon,Small,3.0,Yes,Yes,Tote,Gray,25.87347720167779,46.803461922024646
,Canvas,Small,4.0,Yes,Yes,Tote,Green,26.917317664022143,131.1893676471107
Puma,Nylon,Small,3.0,Yes,No,Tote,Green,,25.454909276680358
Adidas,Leather,Large,1.0,No,No,Messenger,Red,18.931012858673803,
Under Armour,Leather,Small,1.0,Yes,Yes,Backpack,Red,22.262033364720104,136.76343063721373
Adidas,,Large,2.0,No,No,Backpack,Green,16.57233442767545,113.54851645999548
Jansport,Canvas,Large,9.0,,No,Backpack,Black,,131.99071209679218
Nike,Polyester,Small,9.0,No,Yes,Backpack,Black,9.0698438309315,53.66234555062087
Puma,Nylon,Large,2.0,,No,Messenger,,,43.849409718834686
Jansport,Polyester,Small,10.0,No,Yes,Tote,Gray,8.46258851790586,54.07209800744137
Adidas,Canvas,Medium,2.0,Yes,Yes,Backpack,,5.693433827918549,68.11147373157098
Adidas,Canvas,Small,3.0,No,Yes,Tote,Red,11.400746924258051,112.2945804232441
Adidas,Canvas,Large,5.0,No,Yes,Messenger,Black,,30.85240877883492
Jansport,Canvas,,8.0,No,No,Tote,Pink,8.449502080298151,77.57252406544801
Adidas,Leather,Medium,4.0,Yes,Yes,Backpack,Black,9.045321350762748,92.44059063052342
Nike,,Medium,7.0,No,No,Messenger,Green,13.228659734130318,79.33308776091505
,Canvas,Large,5.0,No,Yes,Tote,Gray,7.472950353752065,26.48556913855433
Adidas,Leather,Large,6.0,Yes,No,Tote,Gray,13.392683168994342,50.40873795013653
Adidas,Canvas,Small,4.0,Yes,Yes,Messenger,,16.906861463852085,79.13663367718394
Jansport,Polyester,Large,10.0,Yes,Yes,Tote,Gray,8.097276944532176,70.06222617913342
Under Armour,Nylon,Large,1.0,Yes,Yes,Backpack,Gray,11.901454135640076,44.48225783076115
Jansport,Nylon,Small,7.0,No,Yes,Messenger,Red,22.552757634973307,
Under Armour,Nylon,Large,3.0,No,No,Messenger,Gray,24.71239101894412,83.09000014932344
Puma,,Large,7.0,Yes,No,Tote,Black,11.89830043571146,139.2248479371977
Under Armour,Nylon,Large,2.0,,Yes,Messenger,Blue,30.0,68.39447700692476
Under Armour,Nylon,Small,7.0,No,No,Messenger,Black,25.330772041924995,
Nike,Canvas,Large,4.0,No,Yes,Backpack,Gray,18.145908139385245,72.72955095765106
Nike,Leather,Small,4.0,Yes,No,Backpack,Pink,17.138805398699855,15.0
Nike,Polyester,Small,4.0,Yes,Yes,Backpack,Black,23.05696837024479,56.15846017559907
Jansport,Canvas,Small,10.0,Yes,No,Backpack,Blue,14.18025996817208,115.15786487444488
Puma,Leather,Small,3.0,Yes,Yes,Backpack,Gray,29.01538021079716,54.2304743090281
Puma,Canvas,Medium,2.0,No,No,Messenger,Gray,,143.3543148785336
Puma,Canvas,Large,4.0,Yes,No,Backpack,Red,21.17156552419257,81.38193733792355
Puma,Polyester,Large,2.0,Yes,Yes,Messenger,Blue,11.150252531866029,31.702755868781548
Under Armour,Canvas,Small,8.0,No,Yes,Tote,Gray,25.585828537281163,20.67253219866093
Puma,Canvas,Large,3.0,Yes,Yes,Tote,Pink,26.537869139612607,28.707522869219293
Nike,Nylon,Medium,1.0,Yes,Yes,Tote,Green,25.153152341033373,103.425677719979
Under Armour,Canvas,Medium,7.0,Yes,Yes,Tote,Pink,12.512459713180078,144.60360739536304
Nike,Leather,Small,7.0,No,No,Backpack,,20.829738030331686,43.48319067438502
Puma,Polyester,Large,1.0,Yes,No,Tote,Green,11.154663132593926,55.72097342017567
,Polyester,Medium,4.0,Yes,Yes,Backpack,Gray,25.893826112786563,33.91248499722701
Jansport,Nylon,Large,1.0,Yes,No,Tote,Blue,30.0,112.16640058254262
Adidas,Polyester,Small,5.0,No,No,Backpack,Black,26.86664656028902,70.59436226534987
Puma,Nylon,,7.0,No,No,,Gray,10.193706817778123,71.04030866144898
Nike,Canvas,Small,,,Yes,Backpack,Gray,24.211277486923407,30.741472496828173
Jansport,Nylon,Medium,4.0,No,Yes,Backpack,Black,26.46975091511691,128.08675445638318
Adidas,Nylon,Medium,2.0,No,No,Messenger,Red,27.60201303764531,74.52208232531342
Adidas,Nylon,Small,2.0,,No,Tote,Blue,20.035188390086752,125.3592627967752
Puma,Polyester,Large,4.0,Yes,Yes,Tote,Green,17.96131000147448,123.9886541284169
Under Armour,Nylon,Medium,1.0,No,Yes,Tote,Red,20.053868418229406,42.61621758029782
Nike,Canvas,Medium,9.0,No,No,Tote,Black,22.433877137684775,50.75626739552317
Jansport,Nylon,Large,3.0,No,No,Backpack,Black,10.939664596218408,84.77317183506278
Puma,Leather,Small,9.0,Yes,No,Backpack,Green,19.79057425309483,28.13397916325549
,Canvas,Large,6.0,No,Yes,Tote,Green,11.177196400363073,42.70298180592891
Nike,Canvas,Medium,6.0,Yes,,Backpack,Green,16.718986382563756,70.22948995002714
Adidas,Canvas,Medium,7.0,Yes,Yes,Tote,Pink,15.792305160305432,55.230191302156165
Under Armour,Canvas,Large,1.0,No,No,Backpack,Black,24.48828751700668,139.16514272253795
Nike,Canvas,Small,3.0,No,Yes,Backpack,Pink,18.49025858494441,126.15743445975764
Puma,Nylon,Medium,2.0,No,,Messenger,Gray,23.231205403892677,65.33396582286095
Adidas,Nylon,Large,6.0,No,No,Messenger,Gray,12.450893945622106,111.83508197225696
Nike,Nylon,Small,,No,No,Backpack,Gray,5.999452300453983,100.51533853676428
Adidas,Canvas,Large,9.0,No,No,Messenger,Blue,25.71675092648977,138.2980402570242
Jansport,Canvas,Large,2.0,Yes,Yes,Tote,Red,21.43163555871399,144.7576076396888
Under Armour,Leather,Small,6.0,No,Yes,Messenger,Black,14.41947314939597,93.2498875071956
Puma,Canvas,Large,10.0,Yes,Yes,Backpack,Black,27.60080826040952,69.96164349835284
Adidas,Polyester,Medium,5.0,Yes,Yes,Tote,Pink,23.244706012905866,149.82789816821227
Adidas,Leather,Small,6.0,No,No,Backpack,Gray,13.75689638508402,27.707407707810876
Nike,,Small,5.0,Yes,Yes,Tote,Black,29.177249804751572,18.703640033772576
Nike,Canvas,Medium,1.0,No,No,Tote,Pink,5.006887141926651,83.13692406764386
Nike,Leather,Medium,9.0,No,No,Tote,Pink,13.162179771023265,148.38573552732396
Puma,Polyester,Large,4.0,,Yes,Tote,Red,10.98277096538157,133.52024533766473
Jansport,Nylon,Small,8.0,No,No,Tote,Red,12.015532059723894,103.03235678138412
Nike,,Medium,7.0,No,Yes,Backpack,Red,19.267285103238915,63.04918962935203
Jansport,Nylon,Large,10.0,Yes,,Messenger,Black,8.217140533057744,27.914852768745707
Under Armour,Polyester,Large,9.0,Yes,No,Tote,Gray,9.84563251710387,131.33034289704403
Nike,Polyester,Large,8.0,Yes,Yes,Tote,Black,21.93005525995215,25.96044824158036
Under Armour,Polyester,Small,7.0,Yes,No,Backpack,Black,12.084848489455515,138.81554182125603
Jansport,Nylon,Large,4.0,No,Yes,,Blue,20.044260499376342,101.15362003298996
Puma,Polyester,Small,6.0,Yes,No,Backpack,Red,22.61519719304084,25.894517764812512
Puma,Leather,Small,1.0,No,Yes,Tote,Black,7.510899675164147,136.90253637305295
Puma,Nylon,Small,,No,No,Messenger,Red,5.996705119808586,123.8171946028069
Jansport,Leather,Small,1.0,No,No,Tote,Blue,23.93749916363961,
Puma,Polyester,,9.0,No,No,Tote,Gray,12.748253173406937,76.32068422555609
Jansport,Canvas,Small,5.0,No,Yes,Messenger,Pink,6.781253341156566,47.41686731128015
Nike,Canvas,Large,9.0,No,Yes,Messenger,Pink,5.0,73.06742755628801
Nike,Canvas,Medium,8.0,Yes,Yes,Tote,Gray,18.19851490277074,135.9976683430154
Under Armour,Leather,Large,2.0,Yes,Yes,Tote,Blue,18.576372672686038,15.0
Nike,Polyester,Medium,9.0,Yes,Yes,Backpack,Blue,17.907721482341024,82.6044304461777
Puma,Leather,Medium,3.0,Yes,Yes,Tote,Green,21.13323699176211,35.79680220360723
Nike,,Small,7.0,Yes,No,Tote,Gray,15.88824744526918,70.7966492686991
Adidas,Nylon,Large,2.0,Yes,Yes,Messenger,Gray,23.62677420984816,74.43248210908854
Adidas,Canvas,Small,2.0,Yes,No,Tote,Gray,29.5577954841309,146.08692129346653
Jansport,Nylon,Large,7.0,Yes,No,Tote,Black,11.833323020645716,56.20200821238341
Jansport,Nylon,Small,8.0,No,Yes,Tote,Red,17.243202176261757,19.85163049022869
Nike,Canvas,Small,8.0,Yes,No,Backpack,Gray,7.247287311555454,25.027149558176085
Puma,Nylon,Large,3.0,Yes,No,Messenger,Pink,18.748691264224323,150.0
Under Armour,Canvas,Small,1.0,Yes,No,Messenger,Blue,11.088999318218974,68.26460145428257
Jansport,Leather,Large,10.0,No,No,Backpack,Green,15.110348057481067,21.36817424736365
Under Armour,Polyester,Small,6.0,No,Yes,Backpack,Black,28.37324437605536,133.5446441726755
Under Armour,Polyester,Small,6.0,Yes,Yes,Messenger,Black,18.508393957120543,36.9993223210593
,Leather,Small,5.0,No,No,Tote,Red,26.28792928252896,98.89241916855332
Under Armour,Leather,Medium,,No,No,Backpack,Black,9.550168173193724,96.47057867232802
Nike,Polyester,Small,7.0,Yes,No,Tote,Gray,30.0,139.98389242140686
Adidas,Nylon,Large,8.0,Yes,No,Backpack,Red,30.0,19.231250484031342
Jansport,Nylon,Small,6.0,,Yes,Tote,Green,14.210379325184332,54.2886480589244
Puma,Canvas,Large,6.0,No,No,Backpack,Pink,21.535358200969917,84.52059875710704
Under Armour,Polyester,Medium,8.0,No,Yes,Messenger,Black,21.865505189932925,
Puma,Canvas,Large,5.0,Yes,No,Messenger,Blue,20.678766167986883,84.80839796319572
Jansport,Canvas,Small,5.0,No,Yes,Messenger,Black,11.03428207935915,60.69322839941636
Nike,Canvas,Small,5.0,No,No,Backpack,Gray,9.695037549459812,83.34216258397458
Jansport,Canvas,Medium,10.0,No,No,,Blue,18.756759444242483,129.78076182250945
Under Armour,Polyester,Large,10.0,Yes,Yes,Messenger,Green,5.0,18.115163303125573
Under Armour,Canvas,Medium,7.0,No,Yes,Tote,,21.329274939806453,134.42651371117807
Nike,Leather,Small,10.0,Yes,Yes,Messenger,,12.007785223819154,142.7947053011178
Nike,Polyester,Large,4.0,No,Yes,Messenger,Gray,23.36127386582243,93.44762256118554
Jansport,Leather,,4.0,Yes,No,,Green,17.815086170250837,87.20833856700551
Under Armour,Canvas,Small,5.0,Yes,Yes,Tote,Black,6.66768694023909,82.51835677330973
Jansport,Leather,Large,9.0,No,No,Messenger,Gray,22.48541697324357,26.8694659684182
Jansport,Canvas,Large,10.0,,No,Messenger,Blue,27.824651796730254,37.527455200574174
Puma,Leather,Medium,3.0,No,No,Backpack,Black,,74.48581387573303
Puma,Leather,Large,2.0,No,No,Messenger,Blue,22.718422021243917,136.8263585231934
Adidas,Leather,Medium,,No,Yes,Messenger,Pink,7.961897591911293,49.44694464071857
Jansport,Nylon,Small,8.0,No,No,Tote,Pink,14.534879892440554,19.901072044266755
Adidas,Canvas,Large,6.0,No,No,Tote,Red,9.984967034677638,102.92706748048826
Adidas,Leather,,9.0,Yes,Yes,Messenger,Pink,18.82217654296645,71.21956575126838
,Leather,Large,3.0,No,Yes,Backpack,Gray,17.517095029218396,20.582148699807032
Jansport,Canvas,Medium,9.0,No,Yes,Tote,Pink,6.120954716774307,121.97441736032444
Under Armour,Polyester,Small,5.0,Yes,Yes,Tote,Blue,23.61483095009495,44.68492764728714
Nike,Polyester,Large,9.0,Yes,Yes,Tote,Green,11.206355947018713,132.94952740557397
Nike,Canvas,Small,6.0,No,Yes,Backpack,Red,20.42558702180247,64.43436867171698
Jansport,Nylon,,1.0,Yes,Yes,Backpack,Black,5.6509953402379,69.41385478544301
Jansport,Nylon,Large,3.0,No,No,Messenger,Blue,7.539926976549648,73.39686819920541
Under Armour,Polyester,Medium,9.0,Yes,No,Backpack,Blue,25.414166750313555,145.78735001625094
Adidas,Nylon,Large,8.0,Yes,Yes,,Gray,,18.895957301236987
Adidas,Polyester,Large,5.0,Yes,Yes,Messenger,Gray,13.75525264519982,
Jansport,Leather,Medium,3.0,Yes,No,Messenger,Gray,27.35000560914008,42.68852554553785
Jansport,Leather,Large,10.0,Yes,No,Tote,Gray,,127.5480503664865
Nike,Leather,Large,10.0,Yes,No,Messenger,Gray,26.430962711525112,31.91830452742147
Adidas,Nylon,Large,4.0,Yes,Yes,Messenger,Black,25.50837932452983,46.66772902024783
Under Armour,Polyester,Large,4.0,Yes,Yes,Backpack,Red,26.30274548224121,61.50568085180961
Nike,Polyester,Small,3.0,Yes,Yes,Messenger,Pink,,122.12566380051588
Jansport,Canvas,Small,2.0,Yes,No,Backpack,Gray,18.153872472975596,20.551302525253256
Adidas,Leather,Large,6.0,Yes,No,Tote,Pink,12.744871229359338,109.82314142665238
Puma,Nylon,Medium,7.0,No,Yes,Backpack,Gray,23.89076441559556,75.89566067664698
Adidas,Nylon,Large,7.0,No,No,Backpack,Gray,22.07740495290456,94.95617220709497
Adidas,Leather,Large,5.0,No,,Tote,Red,27.21106243401952,21.96410483882688
Jansport,Nylon,Small,1.0,Yes,Yes,Messenger,Blue,25.63233081714688,51.16646647336647
Nike,Leather,Large,2.0,No,No,Backpack,Blue,27.952359201541675,81.42694182575768
Puma,Canvas,Large,3.0,Yes,,Backpack,Red,25.645757731802338,44.24657418293885
Adidas,Polyester,Medium,2.0,Yes,No,Backpack,Gray,19.89055294721848,20.38775119163238
Nike,Polyester,Small,6.0,Yes,No,Messenger,Green,20.685174352916423,50.56869872896567
Under Armour,Nylon,Medium,3.0,No,No,Backpack,Gray,19.012686840512536,118.67132990609709
Adidas,Polyester,Large,8.0,No,Yes,,Gray,18.33549946984394,127.90281448524496
Nike,Canvas,Small,3.0,No,Yes,Tote,Gray,9.067204669124992,75.19156593376076
Adidas,Leather,Small,3.0,,No,Messenger,Red,23.20070188751249,56.85520518303707
Under Armour,Canvas,Small,1.0,Yes,No,Messenger,Pink,12.744960126756204,140.10086141943327
Nike,Nylon,Large,10.0,Yes,No,Tote,Gray,11.470896404405796,120.03748533334462
Nike,Canvas,Large,5.0,No,,Backpack,Black,8.553345153822434,141.07713580447646
Puma,Polyester,Small,6.0,Yes,No,Messenger,Pink,17.00273979790825,140.66038302656193
Under Armour,Canvas,Medium,5.0,Yes,No,Backpack,Blue,17.421488601550596,74.22619367113205
Puma,Canvas,Small,8.0,No,Yes,Tote,Blue,27.245042238601165,104.96950820881536
Jansport,Canvas,Large,8.0,Yes,Yes,Backpack,Pink,25.05539524432169,145.68899831780715
Adidas,Nylon,Large,1.0,Yes,Yes,Messenger,Blue,9.659790997636746,
,Nylon,Large,5.0,Yes,Yes,Messenger,Pink,16.21639727708977,135.2252838404579
Under Armour,Polyester,Small,5.0,Yes,No,Tote,,8.032592218185066,90.53249862145864
Nike,Polyester,Small,3.0,No,No,Backpack,Gray,20.476069181674017,79.00522417058764
Nike,,,7.0,Yes,No,Messenger,Gray,19.095896870861267,107.96748710809308
Puma,Leather,Large,4.0,Yes,Yes,Backpack,Gray,7.296743910908009,30.16804279740395
Adidas,Nylon,Medium,2.0,Yes,Yes,Backpack,Gray,,29.7018724887115
Under Armour,Leather,Medium,9.0,No,No,Tote,Red,22.70785257247904,20.937775257407303
Under Armour,Leather,Medium,3.0,,No,,Pink,20.76850126917725,24.69501218146177
Puma,Polyester,Small,4.0,No,No,Backpack,Black,17.71860401492001,82.51267569632705
Puma,Nylon,Small,7.0,No,No,Backpack,Pink,19.98918607025201,108.25812343706752
